Accession	Source Database	Name	Tax ID	Tax Name	Length
A0A521CIM3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	413815	Halorubrum cibi	561
A0A544QNG1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2511997	Halonotius roseus	561
A0A554NB52	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2234134	Haloglomus irregulare	570
A0A562IDY7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1880	Micromonospora olivasterospora	599
A0A562IZR5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	130788	Sedimentibacter saalensis	582
A0A564SQM3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	33039	[Ruminococcus] torques	584
A0A564TH32	unreviewed	Ammonium transporter AmtB-like domain-containing protein	88431	Dorea longicatena	584
A0A564UFL7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	40520	Blautia obeum	580
A0A564W4H7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	89014	Blautia luti	574
A0A564WKL7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	418240	Blautia wexlerae	570
A0A5B9YAF3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2497860	Cellulosilyticum sp. WCF-2	566
A0A5C5E511	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2585775	Trichococcus shcherbakoviae subsp. psychrophilus	559
A0A5C5EBG6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2585775	Trichococcus shcherbakoviae subsp. psychrophilus	588
A0A5C5EC53	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2585775	Trichococcus shcherbakoviae subsp. psychrophilus	597
A0A5D5AW34	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2448032	Natrialba swarupiae	592
A0A5N5UD98	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2212850	Halosegnis rubeus	530
A0A5N5UDE9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2212850	Halosegnis rubeus	530
A0A5P6VUB9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	185007	Pseudobutyrivibrio xylanivorans	581
A0A5P9P1L2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	348826	Natronorubrum aibiense	550
A0A5S4VQ68	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A644VC25	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	565
A0A644WX04	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	583
A0A644XB04	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	517
A0A644XV74	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	582
A0A644Z9R4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	680
A0A644ZIW7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	574
A0A644ZNG6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	597
A0A644ZPI2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	375
A0A645A974	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	342
A0A645ACN2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	299
A0A645BQS4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	313
A0A645CER2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	408
A0A645CQT5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	254
A0A645DRW9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	240
A0A645E3L8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	289
A0A645EF30	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1076179	bioreactor metagenome	203
A0A650EQ74	unreviewed	Ammonium transporter AmtB-like domain-containing protein	201186	uncultured Spirochaetaceae bacterium	567
A0A6A8KQL6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	853	Faecalibacterium prausnitzii	579
A0A6A9SSQ6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2668070	Natronomonas sp. CBA1123	571
A0A6A9TAA9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2668072	Halorubrum sp. CBA1125	572
A0A6B0GS07	unreviewed	Ammonium transporter AmtB-like domain-containing protein	671145	Halomarina oriensis	563
A0A6B0HI83	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2690967	Natrialba sp. INN-245	592
A0A6B0SYS2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2692199	Halovenus carboxidivorans	575
A0A6B0T2D3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2073113	Halobaculum saliterrae	543
A0A6B0VN73	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2691917	Natronorubrum halalkaliphilum	576
A0A6B1IRM6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	267368	Halorubrum terrestre	559
A0A6B9F5H2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1816183	Haloplanus rallus	550
A0A6B9Y9J0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1071085	haloarchaeon 3A1-DGR	555
A0A6G2HCU3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2690782	Halorubrum sp. JWXQ-INN 858	564
A0A6G3ZFE0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2283638	Halorussus sp. MSC15.2	557
A0A6G4R7Y5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1679093	Natronolimnobius sp. AArcel1	601
A0A6I2U995	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1550024	Ruthenibacterium lactatiformans	566
A0A6I2UKJ2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2652309	Anaerovibrio slackiae	603
A0A6I3QNZ0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1550024	Ruthenibacterium lactatiformans	566
A0A6L5GU43	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2594427	Candidatus Pseudoramibacter fermentans	583
A0A6L5T631	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39491	Agathobacter rectalis	585
A0A6L5X9N9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2606632	Porcincola intestinalis	583
A0A6L5YGT4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2606635	Waltera intestinalis	583
A0A6L5YIP4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2606635	Waltera intestinalis	556
A0A6L5YR53	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2605790	Roseburia porci	589
A0A6L6LSN8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1550024	Ruthenibacterium lactatiformans	566
A0A6L8S191	unreviewed	Ammonium transporter AmtB-like domain-containing protein	88431	Dorea longicatena	584
A0A6L8T527	unreviewed	Ammonium transporter AmtB-like domain-containing protein	418240	Blautia wexlerae	570
A0A6L8TE47	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1737424	Blautia massiliensis (ex Durand et al. 2017)	574
A0A6L8XWF0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	418240	Blautia wexlerae	570
A0A6M0LJV3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	185007	Pseudobutyrivibrio xylanivorans	581
A0A6N2TIA4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	649756	Anaerostipes hadrus	581
A0A6N2TQM8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	208479	Enterocloster bolteae	566
A0A6N2U4M3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	536633	Blautia glucerasea	578
A0A6N2U7D4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	59620	uncultured Clostridium sp.	583
A0A6N2W069	unreviewed	Ammonium transporter AmtB-like domain-containing protein	59620	uncultured Clostridium sp.	570
A0A6N3AA00	unreviewed	Ammonium transporter AmtB-like domain-containing protein	59620	uncultured Clostridium sp.	566
A0A6N3FNG1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	261299	Intestinibacter bartlettii	567
A0A6N3UYL6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	142586	Eubacterium sp.	594
A0A6N4AJ78	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1897004	Eubacterium sp. 45_250	594
A0A6N7IXA3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2599074	Candidatus Weimeria bifida	583
A0A6N7TQV4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2584645	Faecalibacterium sp. BIOML-A1	581
A0A6N7V013	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2652276	Holdemanella porci	561
A0A6N7VWI5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2652274	Eisenbergiella porci	596
A0A6N7YD48	unreviewed	Ammonium transporter AmtB-like domain-containing protein	105843	Anaerobutyricum soehngenii	557
A0A6N8H849	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2053618	Subdoligranulum sp.	571
A0A6N9NSM1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	585
A0A6N9PAD9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	571
A0A6N9PPK6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2304573	Neglectibacter sp. 59	575
A0A6P1TKI8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2696063	Anaerocolumna sedimenticola	563
A0A6S6R667	unreviewed	Uncharacterized protein	433286	Anaerocolumna cellulosilytica	566
A0A6S6Y9W4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2799560	Ruminococcaceae bacterium BL-4	590
A0A7C1PK71	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2268189	Candidatus Scalindua sp.	579
A0A7C4F263	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	578
A0A7C6H9Z6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	571
A0A7C6NVQ5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	564
A0A7C6R6E7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	581
A0A7C7EJX6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	585
A0A7C7ENP5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	568
A0A7C8HFW2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1450156	Defluviitalea raffinosedens	591
A0A7C8LE71	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1450156	Defluviitalea raffinosedens	559
A0A7C9KXI6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39485	Lachnospira eligens	582
A0A7D4BPZ6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2739057	Halorubrum salinarum	558
A0A7D4Y6E4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1853699	Halorubrum sp. CBA1229	572
A0A7D5E5D8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1853682	Halarchaeum sp. CBA1220	552
A0A7D5GLZ7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2743090	Halorarum halophilum	593
A0A7D5HVG8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1853682	Halarchaeum sp. CBA1220	605
A0A7D5KDW5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1699371	Natrinema halophilum	559
A0A7D5QD99	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2743089	Halorarum salinum	537
A0A7D6H3L9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1710539	Natrinema zhouii	554
A0A7G9FKU0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763670	Wujia chipingensis	587
A0A7G9FW70	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763672	Simiaoa sunii	583
A0A7G9G952	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763667	Wansuia hejianensis	584
A0A7S7EV90	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	560
A0A7T3RCF2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2787628	Treponema peruense	580
A0A7U9QXY8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	585
A0A7U9R1V9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	581
A0A7U9R3D7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	585
A0A7U9R5J5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	585
A0A7U9SYL3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	506
A0A7U9T6R9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	581
A0A7U9X625	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	583
A0A7W8CXJ6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	700500	Catenisphaera adipataccumulans	562
A0A7W8D0F3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	915173	Faecalicoccus acidiformans	572
A0A7W8G7U4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	744515	Treponema ruminis	576
A0A7X2N3T3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2606629	Floccifex porci	570
A0A7X2P6X1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2606636	Bilifractor porci	584
A0A7X2PCT8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2606638	Bullifex porci	559
A0A7X2TAH0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2606631	Pseudoramibacter porci	583
A0A7X2TKZ1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2606633	Oliverpabstia intestinalis	582
A0A7X3ASZ8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1945593	Oscillibacter sp.	574
A0A7X3BVN0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	33025	Phascolarctobacterium faecium	563
A0A7X3MJ87	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2681861	Sporofaciens musculi	585
A0A7X4IAQ1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2584627	Clostridium sp. BIOML-A1	593
A0A7X4Z7P0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	582
A0A7X5ITR0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	585
A0A7X5L0V8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1235793	Lachnospiraceae bacterium MD335	596
A0A7X6Z9C6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	575
A0A7X7EBR4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2026792	Spirochaetales bacterium	562
A0A7X7L7D2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	471
A0A7X7MUH8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	574
A0A7X7SX82	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	586
A0A7X8LYU7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	586
A0A7X8PRI9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	568
A0A7X8ZM44	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2026792	Spirochaetales bacterium	554
A0A828T2Z2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	658081	Lachnospiraceae bacterium 1_1_57FAA	570
A0A829VSR2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1531	Enterocloster clostridioformis	565
A0A830EVM0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1193105	Halarchaeum grantii	552
A0A830EVZ3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1193105	Halarchaeum grantii	605
A0A830EZG5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1383812	Halocalculus aciditolerans	562
A0A830G1F5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	489911	Halarchaeum rubridurum	553
A0A830G1M4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	489911	Halarchaeum rubridurum	608
A0A830G6D7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	489913	Halarchaeum nitratireducens	606
A0A830G7F1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	489913	Halarchaeum nitratireducens	553
A0A830GGW9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1427151	Haloarcula pellucida	544
A0A840SDZ1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	744512	Treponema rectale	559
A0A840UFH7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	862415	Pectinatus brassicae	599
A0A844DI00	unreviewed	Ammonium transporter AmtB-like domain-containing protein	853	Faecalibacterium prausnitzii	579
A0A844DSN8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	853	Faecalibacterium prausnitzii	580
A0A844E1F8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39490	Eubacterium ramulus	585
A0A844EBW4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2584647	Faecalibacterium sp. BIOML-A3	581
A0A844GK08	unreviewed	Ammonium transporter AmtB-like domain-containing protein	649762	Blautia luti DSM 14534 = JCM 17040	570
A0A844KH10	unreviewed	Ammonium transporter AmtB-like domain-containing protein	592978	Mediterraneibacter faecis	576
A0A844KJ37	unreviewed	Ammonium transporter AmtB-like domain-containing protein	301302	Roseburia faecis	583
A0A845KTN8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2584637	Dorea sp. BIOML-A1	584
A0A847CH26	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	578
A0A847D572	unreviewed	Ammonium transporter AmtB-like domain-containing protein	82803	Trichococcus flocculiformis	597
A0A847D5D1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	82803	Trichococcus flocculiformis	559
A0A847N1P0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2026792	Spirochaetales bacterium	563
A0A848B3Q7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	416586	Selenomonas bovis	599
A0A848CN11	unreviewed	Ammonium transporter AmtB-like domain-containing protein	39486	Dorea formicigenerans	576
A0A848EP92	unreviewed	Ammonium transporter AmtB-like domain-containing protein	907	Megasphaera elsdenii	575
A0A855A551	unreviewed	Ammonium transporter AmtB-like domain-containing protein	428125	[Clostridium] leptum DSM 753	582
A0A897MVN0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2784880	Natranaeroarchaeum sulfidigenes	599
A0A8A2UE16	unreviewed	Ammonium transporter AmtB-like domain-containing protein	370324	Natrinema longum	552
A0A8A2VRW2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2816475	Haloterrigena alkaliphila	556
A0A8E0R6M4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1971605	Faecalibacterium sp.	581
A0A8E8EWD3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2836432	Halorubrum sp. 2020YC2	572
A0A8F2F0Z1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2841518	Christensenella sp. MSJ-20	554
A0A8G1HA07	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2862870	Salinarchaeum sp. IM2453	590
A0A8G1TG76	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2292195	Blautia sp. AF13-16	583
A0A8H9WS41	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2026742	Gemmatimonadota bacterium	584
A0A8I0AFC7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763030	Blautia segnis	576
A0A8I0AML0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763039	Coprococcus hominis (ex Liu et al. 2022)	597
A0A8J6MF22	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763053	Lawsonibacter hominis	561
A0A8J6PFH8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1987501	Massiliimalia timonensis	577
A0A8J7H066	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1462919	Mobilitalea sibirica	565
A0A8J7RSZ7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	29284	Halorubrum trapanicum	559
A0A8J7W099	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2818044	Sinanaerobacter chloroacetimidivorans	571
A0A8J7ZL15	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2716716	Halostella sp. JP-L12	550
A0A8J8GL03	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2741724	Haloterrigena gelatinilytica	587
A0A8J8JLU4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1961921	Natronococcus sp. JC468	548
A0A8J8Q713	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2055836	Natronococcus pandeyae	577
A0A8J8TCR8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2487750	Halonotius terrestris	579
A0A8T4GKS8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	261290	Halorubrum alkaliphilum	587
A0A8T4JNY7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2830655	Oscillospiraceae bacterium Marseille-Q3528	569
A0A8T8E5C4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2675099	Haloterrigena salifodinae	590
A0A8T8LM48	unreviewed	Ammonium transporter AmtB-like domain-containing protein	35743	Halorubrum sodomense	575
A0A8T8WGV8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1017351	Halobaculum magnesiiphilum	543
A0A8U0A4W0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2934340	Halocatena salina	559
A0A8U0HXP0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2938695	Halorussus limi	559
A0A8U0IMA8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2937524	Halorussus gelatinilyticus	555
A0A921CQD5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898204	Clostridiaceae bacterium	586
A0A921IJH5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	214851	Subdoligranulum variabile	571
A0A923L9M9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763017	Anaerosacchariphilus hominis	581
A0A923LJB6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763054	Mediterraneibacter hominis	561
A0A923LT31	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763013	Agathobaculum faecis	579
A0A923MJ15	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763042	Dysosmobacter segnis	573
A0A926D072	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763654	Luoshenia tenuis	574
A0A926D5K8	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763662	Yeguia hominis	573
A0A926DHB2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763656	Guopingia tenuis	571
A0A926DNP9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763657	Congzhengia minquanensis	586
A0A926DY84	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763658	Ligaoa zhengdingensis	568
A0A926ESD9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763678	Youxingia wuxianensis	562
A0A926HPS3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763655	Gehongia tenuis	578
A0A926I1D1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763661	Bianquea renquensis	570
A0A926IBE3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763677	Zongyangia hominis	583
A0A926ITG4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763676	Qingrenia yutianensis	576
A0A927TB29	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	589
A0A927TT45	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	576
A0A927U2I5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2014367	Pseudobutyrivibrio sp.	581
A0A927UCK5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	46206	Pseudobutyrivibrio ruminis	581
A0A927UFI4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	587
A0A927VG47	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	580
A0A927Y2C9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	580
A0A927Z8W5	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	595
A0A928MLI3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	572
A0A928PDI2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	573
A0A928PL84	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	583
A0A929PZG7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2211365	Erysipelotrichaceae bacterium RD49	561
A0A931YR25	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2026780	Planctomycetota bacterium	577
A0A934U4C2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763069	Ruminococcus difficilis	585
A0A934WTK7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2763069	Ruminococcus difficilis	585
A0A939R7F4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	590
A0A939UAT0	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	557
A0A939UJD4	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	589
A0A939UJK2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	589
A0A939UZL6	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	355
A0A939W207	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	485
A0A939W7Z3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	589
A0A939WC21	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898207	Clostridiales bacterium	618
A0A939WLQ2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898206	Spirochaetaceae bacterium	562
A0A939YG34	unreviewed	Ammonium transporter AmtB-like domain-containing protein	142586	Eubacterium sp.	588
A0A939YK48	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	588
A0A939ZC13	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	582
A0A939ZGI3	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	589
A0A940AES9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898203	Lachnospiraceae bacterium	572
A0A940AK69	unreviewed	Ammonium transporter AmtB-like domain-containing protein	166	Treponema sp.	557
A0A940B3T7	unreviewed	Ammonium transporter AmtB-like domain-containing protein	1898206	Spirochaetaceae bacterium	566
A0A940C6R1	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	584
A0A940HNM9	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2044939	Clostridia bacterium	588
A0A940QD87	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2485925	Oscillospiraceae bacterium	609
A0A942AJH2	unreviewed	Ammonium transporter AmtB-like domain-containing protein	2054177	Christensenellaceae bacterium	581
